Date,Spotify_Ad-supported,Spotify_Premium
2012-04,0.000243805,0.000616118
2012-05,0.000302771,0.00076513
2012-06,0.000563761,0.000774635
2012-07,0.000358215,0.00078414
2012-08,0.000270196,0.00075072
2012-09,0.000434206,0.00077941
2012-10,0.000243256,0.00074438
2012-11,0.000360206,0.00075837
2012-12,9.635e-05,0.00073198
2013-01,0.000133605,0.00070774
2013-02,0.0001237,0.00074014
2013-03,9.9855e-05,0.00067405
2013-04,0.00018042,0.00069479
2013-05,0.000162424,0.00067931
2013-06,0.000202336,0.00072024
2013-07,0.000154691,0.00069097
2013-08,0.000183054,0.0006919
2013-09,0.000156643,0.00072709
2013-10,0.00010133,0.00075106
2013-11,0.00010133,0.00079699
2013-12,0.00010133,0.00078391
2014-01,0.00010133,0.00071961
2014-02,0.00011267,0.00063971
2014-03,0.00010401,0.00064475
2014-04,0.00011859,0.00066478
2014-05,0.00012139,0.0007296
2014-06,0.00011241,0.00069572
2014-07,0.00011679,0.00069665
2014-08,0.00013397,0.00071295
2014-09,0.00011128,0.00067737
2014-10,0.00011373,0.00072115
2014-11,0.00012291,0.000681
2014-12,0.00014821,0.00070807
2015-01,8.248e-05,0.00070575
2015-02,8.903e-05,0.00076422
2015-03,0.00012346,0.00068372
2015-04,0.0001459,0.00070066
2015-05,0.00014702,0.00067731
2015-06,0.00019198,0.00071794
2015-07,0.00018629,0.00071125
2015-08,0.00019273,0.00071078
2015-09,0.00018787,0.00073571
2015-10,0.00015163,0.00069883
2015-11,0.00017898,0.00073115
2015-12,0.00020297,0.00068581
2016-01,0.00014181,0.00071167
2016-02,0.0001521,0.00070471
2016-03,0.00015603,0.00064719
2016-04,0.00014905,0.00063796
2016-05,0.00016927,0.00062889
2016-06,0.00022988,0.0006682
2016-07,0.00020339,0.00066592
2016-08,0.00020418,0.00065544
2016-09,0.00017055,0.0006706
2016-10,0.00018493,0.00066275
2016-11,0.00021152,0.00068591
2016-12,0.00022288,0.00063933
2017-01,0.00013508,0.00065749
2017-02,0.00014213,0.00066481
2017-03,0.00020076,0.0005842
2017-04,0.00018279,0.00059882
2017-05,0.00019603,0.00057852
2017-06,0.00020249,0.00060916
2017-07,0.00020331,0.00060793
2017-08,0.00018191,0.00060482
2017-09,0.00017591,0.00061774
2017-10,0.00017187,0.00059358
2017-11,0.00017954,0.00061388
2017-12,0.00020311,0.00059193
2018-01,0.00015237,0.00060673
2018-02,0.00016814,0.00063894
2018-03,0.00018187,0.00057077
2018-04,0.00017387,0.00058564
2018-05,0.00016101,0.00057295
2018-06,0.00019313,0.00060835
2018-07,0.00020021,0.00060411
2018-08,0.00020502,0.00060343
2018-09,0.00021095,0.00062654
2018-10,0.000203116,0.000587291
2018-11,0.000230465,0.000609366
2018-12,0.000220701,0.000591926
2019-01,0.000145081,0.000604447
2019-02,0.000208616,0.000579944
2019-03,0.000251901,0.000573918
2019-04,0.000248219,0.000549536
2019-05,0.000299048,0.000550661
2019-06,0.000307235,0.00054203
2019-07,0.000266372,0.00053462
2019-08,0.000312273,0.000528047
2019-09,0.000320331,0.000539254
2019-10,0.000322573,0.00053927
2019-11,0.000374067,0.000539023
2019-12,0.00035122,0.000484844
2020-01,0.000229746,0.000584311
2020-02,0.000301603,0.000572492
2020-03,0.00028374,0.000609806
2020-04,0.000199229,0.00059058
2020-05,0.000205899,0.000594921
2020-06,0.000212569,0.000599262
2020-07,0.000219239,0.000603603
2020-08,0.000225909,0.000607944
2020-09,0.000232579,0.000612284
2020-10,0.000239249,0.000616625
2020-11,0.000245919,0.000620966
2020-12,0.000252589,0.000625307
2021-01,0.000259259,0.000629648
2021-02,0.000265928,0.000633988
2021-03,0.000272598,0.000638329
2021-04,0.000279268,0.00064267
2021-05,0.000285938,0.000647011
2021-06,0.000292608,0.000651352
2021-07,0.000299278,0.000655692
2021-08,0.000305948,0.000660033
2021-09,0.000312618,0.000664374
2021-10,0.000319288,0.000668715
2021-11,0.000325958,0.000673056
2021-12,0.000332628,0.000677396
2022-01,0.000339298,0.000681737
2022-02,0.000345968,0.000686078
2022-03,0.000352638,0.000690419
2022-04,0.000359308,0.00069476
2022-05,0.000365978,0.0006991
2022-06,0.0003721349230769,0.0007031068461538
2022-07,0.0003782918461538,0.0007071136923076
2022-08,0.0003844487692307,0.0007111205384615
2022-09,0.0003906056923076,0.0007151273846153
2022-10,0.0003967626153846,0.0007191342307692
2022-11,0.0004029195384615,0.000723141076923
2022-12,0.0004090764615384,0.0007271479230769
2023-01,0.0004152333846153,0.0007311547692307
2023-02,0.0004213903076923,0.0007351616153846
2023-03,0.0004275472307692,0.0007391684615384
2023-04,0.0004337041538461,0.0007431753076923
2023-05,0.000439861076923,0.0007471821538461
2023-06,0.000446018,0.000751189
2023-07,0.0004521749230769,0.0007551958461538
2023-08,0.0004583318461538,0.0007592026923076
2023-09,0.0004644887692307,0.0007632095384615
2023-10,0.0004706456923076,0.0007672163846153
2023-11,0.0004768026153846,0.0007712232307692
2023-12,0.0004829595384615,0.000775230076923
2024-01,0.0004891164615384,0.0007792369230769
2024-02,0.0004952733846153,0.0007832437692307
2024-03,0.0005014303076923,0.0007872506153846
2024-04,0.0005075872307692,0.0007912574615384
2024-05,0.0005137441538461,0.0007952643076923
2024-06,0.000519901076923,0.0007992711538461
2024-07,0.000526058,0.000803278
2024-08,0.0005322149230769,0.0008072848461538
2024-09,0.0005383718461538,0.0008112916923076
2024-10,0.0005383718461538,0.0008112916923076
2024-11,0.0005383718461538,0.0008112916923076
2024-12,0.0005383718461538,0.0008112916923076
2025-01,0.0005383718461538,0.0008112916923076
2025-02,0.0005383718461538,0.0008112916923076
2025-03,0.0005383718461538,0.0008112916923076
2025-04,0.0005383718461538,0.0008112916923076
2025-05,0.0005383718461538,0.0008112916923076
2025-06,0.0005383718461538,0.0008112916923076
2025-07,0.0005383718461538,0.0008112916923076
2025-08,0.0005383718461538,0.0008112916923076
2025-09,0.0005383718461538,0.0008112916923076
2025-10,0.0005383718461538,0.0008112916923076
2025-11,0.0005383718461538,0.0008112916923076
2025-12,0.0005383718461538,0.0008112916923076
2026-01,0.0005383718461538,0.0008112916923076
2026-02,0.0005383718461538,0.0008112916923076
2026-03,0.0005383718461538,0.0008112916923076
2026-04,0.0005383718461538,0.0008112916923076
2026-05,0.0005383718461538,0.0008112916923076
2026-06,0.0005383718461538,0.0008112916923076
2026-07,0.0005383718461538,0.0008112916923076
2026-08,0.0005383718461538,0.0008112916923076
2026-09,0.0005383718461538,0.0008112916923076
2026-10,0.0005383718461538,0.0008112916923076
2026-11,0.0005383718461538,0.0008112916923076
2026-12,0.0005383718461538,0.0008112916923076
2027-01,0.0005383718461538,0.0008112916923076
2027-02,0.0005383718461538,0.0008112916923076
2027-03,0.0005383718461538,0.0008112916923076
2027-04,0.0005383718461538,0.0008112916923076
2027-05,0.0005383718461538,0.0008112916923076
2027-06,0.0005383718461538,0.0008112916923076
2027-07,0.0005383718461538,0.0008112916923076
2027-08,0.0005383718461538,0.0008112916923076
2027-09,0.0005383718461538,0.0008112916923076
2027-10,0.0005383718461538,0.0008112916923076
2027-11,0.0005383718461538,0.0008112916923076
2027-12,0.0005383718461538,0.0008112916923076
2028-01,0.0005383718461538,0.0008112916923076
2028-02,0.0005383718461538,0.0008112916923076
2028-03,0.0005383718461538,0.0008112916923076
2028-04,0.0005383718461538,0.0008112916923076
2028-05,0.0005383718461538,0.0008112916923076
2028-06,0.0005383718461538,0.0008112916923076
2028-07,0.0005383718461538,0.0008112916923076
2028-08,0.0005383718461538,0.0008112916923076
2028-09,0.0005383718461538,0.0008112916923076
2028-10,0.0005383718461538,0.0008112916923076
2028-11,0.0005383718461538,0.0008112916923076
2028-12,0.0005383718461538,0.0008112916923076
2029-01,0.0005383718461538,0.0008112916923076
2029-02,0.0005383718461538,0.0008112916923076
2029-03,0.0005383718461538,0.0008112916923076
2029-04,0.0005383718461538,0.0008112916923076
2029-05,0.0005383718461538,0.0008112916923076
2029-06,0.0005383718461538,0.0008112916923076
2029-07,0.0005383718461538,0.0008112916923076
2029-08,0.0005383718461538,0.0008112916923076
2029-09,0.0005383718461538,0.0008112916923076
2029-10,0.0005383718461538,0.0008112916923076
2029-11,0.0005383718461538,0.0008112916923076
2029-12,0.0005383718461538,0.0008112916923076
2030-01,0.0005383718461538,0.0008112916923076
2030-02,0.0005383718461538,0.0008112916923076
2030-03,0.0005383718461538,0.0008112916923076
2030-04,0.0005383718461538,0.0008112916923076
2030-05,0.0005383718461538,0.0008112916923076
2030-06,0.0005383718461538,0.0008112916923076
2030-07,0.0005383718461538,0.0008112916923076
2030-08,0.0005383718461538,0.0008112916923076
2030-09,0.0005383718461538,0.0008112916923076
2030-10,0.0005383718461538,0.0008112916923076
2030-11,0.0005383718461538,0.0008112916923076
2030-12,0.0005383718461538,0.0008112916923076
2031-01,0.0005383718461538,0.0008112916923076
2031-02,0.0005383718461538,0.0008112916923076
2031-03,0.0005383718461538,0.0008112916923076
2031-04,0.0005383718461538,0.0008112916923076
2031-05,0.0005383718461538,0.0008112916923076
2031-06,0.0005383718461538,0.0008112916923076
2031-07,0.0005383718461538,0.0008112916923076
2031-08,0.0005383718461538,0.0008112916923076
2031-09,0.0005383718461538,0.0008112916923076
2031-10,0.0005383718461538,0.0008112916923076
2031-11,0.0005383718461538,0.0008112916923076
2031-12,0.0005383718461538,0.0008112916923076
2032-01,0.0005383718461538,0.0008112916923076
2032-02,0.0005383718461538,0.0008112916923076
2032-03,0.0005383718461538,0.0008112916923076
2032-04,0.0005383718461538,0.0008112916923076
2032-05,0.0005383718461538,0.0008112916923076
2032-06,0.0005383718461538,0.0008112916923076
2032-07,0.0005383718461538,0.0008112916923076
2032-08,0.0005383718461538,0.0008112916923076
2032-09,0.0005383718461538,0.0008112916923076
2032-10,0.0005383718461538,0.0008112916923076
2032-11,0.0005383718461538,0.0008112916923076
2032-12,0.0005383718461538,0.0008112916923076
2033-01,0.0005383718461538,0.0008112916923076
2033-02,0.0005383718461538,0.0008112916923076
2033-03,0.0005383718461538,0.0008112916923076
2033-04,0.0005383718461538,0.0008112916923076
2033-05,0.0005383718461538,0.0008112916923076
2033-06,0.0005383718461538,0.0008112916923076
2033-07,0.0005383718461538,0.0008112916923076
2033-08,0.0005383718461538,0.0008112916923076
2033-09,0.0005383718461538,0.0008112916923076
2033-10,0.0005383718461538,0.0008112916923076
2033-11,0.0005383718461538,0.0008112916923076
2033-12,0.0005383718461538,0.0008112916923076
2034-01,0.0005383718461538,0.0008112916923076
2034-02,0.0005383718461538,0.0008112916923076
2034-03,0.0005383718461538,0.0008112916923076
2034-04,0.0005383718461538,0.0008112916923076
2034-05,0.0005383718461538,0.0008112916923076
2034-06,0.0005383718461538,0.0008112916923076
2034-07,0.0005383718461538,0.0008112916923076
2034-08,0.0005383718461538,0.0008112916923076
2034-09,0.0005383718461538,0.0008112916923076
2034-10,0.0005383718461538,0.0008112916923076
2034-11,0.0005383718461538,0.0008112916923076
2034-12,0.0005383718461538,0.0008112916923076
2035-01,0.0005383718461538,0.0008112916923076
2035-02,0.0005383718461538,0.0008112916923076
2035-03,0.0005383718461538,0.0008112916923076
2035-04,0.0005383718461538,0.0008112916923076
2035-05,0.0005383718461538,0.0008112916923076
2035-06,0.0005383718461538,0.0008112916923076
2035-07,0.0005383718461538,0.0008112916923076
2035-08,0.0005383718461538,0.0008112916923076
2035-09,0.0005383718461538,0.0008112916923076
2035-10,0.0005383718461538,0.0008112916923076
2035-11,0.0005383718461538,0.0008112916923076
2035-12,0.0005383718461538,0.0008112916923076
2036-01,0.0005383718461538,0.0008112916923076
2036-02,0.0005383718461538,0.0008112916923076
2036-03,0.0005383718461538,0.0008112916923076
2036-04,0.0005383718461538,0.0008112916923076
2036-05,0.0005383718461538,0.0008112916923076
2036-06,0.0005383718461538,0.0008112916923076
2036-07,0.0005383718461538,0.0008112916923076
2036-08,0.0005383718461538,0.0008112916923076
2036-09,0.0005383718461538,0.0008112916923076
2036-10,0.0005383718461538,0.0008112916923076
2036-11,0.0005383718461538,0.0008112916923076
2036-12,0.0005383718461538,0.0008112916923076
2037-01,0.0005383718461538,0.0008112916923076
2037-02,0.0005383718461538,0.0008112916923076
2037-03,0.0005383718461538,0.0008112916923076
2037-04,0.0005383718461538,0.0008112916923076
2037-05,0.0005383718461538,0.0008112916923076
2037-06,0.0005383718461538,0.0008112916923076
2037-07,0.0005383718461538,0.0008112916923076
2037-08,0.0005383718461538,0.0008112916923076
2037-09,0.0005383718461538,0.0008112916923076
2037-10,0.0005383718461538,0.0008112916923076
2037-11,0.0005383718461538,0.0008112916923076
2037-12,0.0005383718461538,0.0008112916923076
2038-01,0.0005383718461538,0.0008112916923076
2038-02,0.0005383718461538,0.0008112916923076
2038-03,0.0005383718461538,0.0008112916923076
2038-04,0.0005383718461538,0.0008112916923076
2038-05,0.0005383718461538,0.0008112916923076
2038-06,0.0005383718461538,0.0008112916923076
2038-07,0.0005383718461538,0.0008112916923076
2038-08,0.0005383718461538,0.0008112916923076
2038-09,0.0005383718461538,0.0008112916923076
2038-10,0.0005383718461538,0.0008112916923076
2038-11,0.0005383718461538,0.0008112916923076
2038-12,0.0005383718461538,0.0008112916923076
2039-01,0.0005383718461538,0.0008112916923076
2039-02,0.0005383718461538,0.0008112916923076
2039-03,0.0005383718461538,0.0008112916923076
2039-04,0.0005383718461538,0.0008112916923076
2039-05,0.0005383718461538,0.0008112916923076
2039-06,0.0005383718461538,0.0008112916923076
2039-07,0.0005383718461538,0.0008112916923076
2039-08,0.0005383718461538,0.0008112916923076
2039-09,0.0005383718461538,0.0008112916923076
2039-10,0.0005383718461538,0.0008112916923076
2039-11,0.0005383718461538,0.0008112916923076
2039-12,0.0005383718461538,0.0008112916923076
2040-01,0.0005383718461538,0.0008112916923076
2040-02,0.0005383718461538,0.0008112916923076
2040-03,0.0005383718461538,0.0008112916923076
2040-04,0.0005383718461538,0.0008112916923076
2040-05,0.0005383718461538,0.0008112916923076
2040-06,0.0005383718461538,0.0008112916923076
2040-07,0.0005383718461538,0.0008112916923076
2040-08,0.0005383718461538,0.0008112916923076
2040-09,0.0005383718461538,0.0008112916923076
2040-10,0.0005383718461538,0.0008112916923076
2040-11,0.0005383718461538,0.0008112916923076
2040-12,0.0005383718461538,0.0008112916923076
2041-01,0.0005383718461538,0.0008112916923076
2041-02,0.0005383718461538,0.0008112916923076
2041-03,0.0005383718461538,0.0008112916923076
2041-04,0.0005383718461538,0.0008112916923076
2041-05,0.0005383718461538,0.0008112916923076
2041-06,0.0005383718461538,0.0008112916923076
2041-07,0.0005383718461538,0.0008112916923076
2041-08,0.0005383718461538,0.0008112916923076
2041-09,0.0005383718461538,0.0008112916923076
2041-10,0.0005383718461538,0.0008112916923076
2041-11,0.0005383718461538,0.0008112916923076
2041-12,0.0005383718461538,0.0008112916923076
2042-01,0.0005383718461538,0.0008112916923076
2042-02,0.0005383718461538,0.0008112916923076
2042-03,0.0005383718461538,0.0008112916923076
2042-04,0.0005383718461538,0.0008112916923076
2042-05,0.0005383718461538,0.0008112916923076
2042-06,0.0005383718461538,0.0008112916923076
2042-07,0.0005383718461538,0.0008112916923076
2042-08,0.0005383718461538,0.0008112916923076
2042-09,0.0005383718461538,0.0008112916923076
2042-10,0.0005383718461538,0.0008112916923076
2042-11,0.0005383718461538,0.0008112916923076
2042-12,0.0005383718461538,0.0008112916923076
2043-01,0.0005383718461538,0.0008112916923076
2043-02,0.0005383718461538,0.0008112916923076
2043-03,0.0005383718461538,0.0008112916923076
2043-04,0.0005383718461538,0.0008112916923076
2043-05,0.0005383718461538,0.0008112916923076
2043-06,0.0005383718461538,0.0008112916923076
2043-07,0.0005383718461538,0.0008112916923076
2043-08,0.0005383718461538,0.0008112916923076
2043-09,0.0005383718461538,0.0008112916923076
2043-10,0.0005383718461538,0.0008112916923076
2043-11,0.0005383718461538,0.0008112916923076
2043-12,0.0005383718461538,0.0008112916923076
2044-01,0.0005383718461538,0.0008112916923076
2044-02,0.0005383718461538,0.0008112916923076
2044-03,0.0005383718461538,0.0008112916923076
2044-04,0.0005383718461538,0.0008112916923076
2044-05,0.0005383718461538,0.0008112916923076
2044-06,0.0005383718461538,0.0008112916923076
2044-07,0.0005383718461538,0.0008112916923076
2044-08,0.0005383718461538,0.0008112916923076
2044-09,0.0005383718461538,0.0008112916923076
2044-10,0.0005383718461538,0.0008112916923076
2044-11,0.0005383718461538,0.0008112916923076
2044-12,0.0005383718461538,0.0008112916923076
2045-01,0.0005383718461538,0.0008112916923076
2045-02,0.0005383718461538,0.0008112916923076
2045-03,0.0005383718461538,0.0008112916923076
2045-04,0.0005383718461538,0.0008112916923076
2045-05,0.0005383718461538,0.0008112916923076
2045-06,0.0005383718461538,0.0008112916923076
2045-07,0.0005383718461538,0.0008112916923076
2045-08,0.0005383718461538,0.0008112916923076
2045-09,0.0005383718461538,0.0008112916923076
2045-10,0.0005383718461538,0.0008112916923076
2045-11,0.0005383718461538,0.0008112916923076
2045-12,0.0005383718461538,0.0008112916923076
2046-01,0.0005383718461538,0.0008112916923076
2046-02,0.0005383718461538,0.0008112916923076
2046-03,0.0005383718461538,0.0008112916923076
2046-04,0.0005383718461538,0.0008112916923076
2046-05,0.0005383718461538,0.0008112916923076
2046-06,0.0005383718461538,0.0008112916923076
2046-07,0.0005383718461538,0.0008112916923076
2046-08,0.0005383718461538,0.0008112916923076
2046-09,0.0005383718461538,0.0008112916923076
2046-10,0.0005383718461538,0.0008112916923076
2046-11,0.0005383718461538,0.0008112916923076
2046-12,0.0005383718461538,0.0008112916923076
2047-01,0.0005383718461538,0.0008112916923076
2047-02,0.0005383718461538,0.0008112916923076
2047-03,0.0005383718461538,0.0008112916923076
2047-04,0.0005383718461538,0.0008112916923076
2047-05,0.0005383718461538,0.0008112916923076
2047-06,0.0005383718461538,0.0008112916923076
2047-07,0.0005383718461538,0.0008112916923076
2047-08,0.0005383718461538,0.0008112916923076
2047-09,0.0005383718461538,0.0008112916923076
2047-10,0.0005383718461538,0.0008112916923076
2047-11,0.0005383718461538,0.0008112916923076
2047-12,0.0005383718461538,0.0008112916923076
2048-01,0.0005383718461538,0.0008112916923076
2048-02,0.0005383718461538,0.0008112916923076
2048-03,0.0005383718461538,0.0008112916923076
2048-04,0.0005383718461538,0.0008112916923076
2048-05,0.0005383718461538,0.0008112916923076
2048-06,0.0005383718461538,0.0008112916923076
2048-07,0.0005383718461538,0.0008112916923076
2048-08,0.0005383718461538,0.0008112916923076
2048-09,0.0005383718461538,0.0008112916923076
2048-10,0.0005383718461538,0.0008112916923076
2048-11,0.0005383718461538,0.0008112916923076
2048-12,0.0005383718461538,0.0008112916923076
2049-01,0.0005383718461538,0.0008112916923076
2049-02,0.0005383718461538,0.0008112916923076
2049-03,0.0005383718461538,0.0008112916923076
2049-04,0.0005383718461538,0.0008112916923076
2049-05,0.0005383718461538,0.0008112916923076
2049-06,0.0005383718461538,0.0008112916923076
2049-07,0.0005383718461538,0.0008112916923076
2049-08,0.0005383718461538,0.0008112916923076
2049-09,0.0005383718461538,0.0008112916923076
2049-10,0.0005383718461538,0.0008112916923076
2049-11,0.0005383718461538,0.0008112916923076
2049-12,0.0005383718461538,0.0008112916923076
2050-01,0.0005383718461538,0.0008112916923076
2050-02,0.0005383718461538,0.0008112916923076
2050-03,0.0005383718461538,0.0008112916923076
2050-04,0.0005383718461538,0.0008112916923076
2050-05,0.0005383718461538,0.0008112916923076
2050-06,0.0005383718461538,0.0008112916923076
2050-07,0.0005383718461538,0.0008112916923076
2050-08,0.0005383718461538,0.0008112916923076
2050-09,0.0005383718461538,0.0008112916923076
2050-10,0.0005383718461538,0.0008112916923076
2050-11,0.0005383718461538,0.0008112916923076
2050-12,0.0005383718461538,0.0008112916923076
2051-01,0.0005383718461538,0.0008112916923076
2051-02,0.0005383718461538,0.0008112916923076
2051-03,0.0005383718461538,0.0008112916923076
2051-04,0.0005383718461538,0.0008112916923076
2051-05,0.0005383718461538,0.0008112916923076
2051-06,0.0005383718461538,0.0008112916923076
2051-07,0.0005383718461538,0.0008112916923076
2051-08,0.0005383718461538,0.0008112916923076
2051-09,0.0005383718461538,0.0008112916923076
2051-10,0.0005383718461538,0.0008112916923076
2051-11,0.0005383718461538,0.0008112916923076
2051-12,0.0005383718461538,0.0008112916923076
2052-01,0.0005383718461538,0.0008112916923076
2052-02,0.0005383718461538,0.0008112916923076
2052-03,0.0005383718461538,0.0008112916923076
2052-04,0.0005383718461538,0.0008112916923076
2052-05,0.0005383718461538,0.0008112916923076
2052-06,0.0005383718461538,0.0008112916923076
2052-07,0.0005383718461538,0.0008112916923076
2052-08,0.0005383718461538,0.0008112916923076
2052-09,0.0005383718461538,0.0008112916923076
2052-10,0.0005383718461538,0.0008112916923076
2052-11,0.0005383718461538,0.0008112916923076
2052-12,0.0005383718461538,0.0008112916923076
2053-01,0.0005383718461538,0.0008112916923076
2053-02,0.0005383718461538,0.0008112916923076
2053-03,0.0005383718461538,0.0008112916923076
2053-04,0.0005383718461538,0.0008112916923076
2053-05,0.0005383718461538,0.0008112916923076
2053-06,0.0005383718461538,0.0008112916923076
2053-07,0.0005383718461538,0.0008112916923076
2053-08,0.0005383718461538,0.0008112916923076
2053-09,0.0005383718461538,0.0008112916923076
2053-10,0.0005383718461538,0.0008112916923076
2053-11,0.0005383718461538,0.0008112916923076
2053-12,0.0005383718461538,0.0008112916923076
2054-01,0.0005383718461538,0.0008112916923076
2054-02,0.0005383718461538,0.0008112916923076
2054-03,0.0005383718461538,0.0008112916923076
2054-04,0.0005383718461538,0.0008112916923076
2054-05,0.0005383718461538,0.0008112916923076
2054-06,0.0005383718461538,0.0008112916923076
2054-07,0.0005383718461538,0.0008112916923076
2054-08,0.0005383718461538,0.0008112916923076
2054-09,0.0005383718461538,0.0008112916923076
2054-10,0.0005383718461538,0.0008112916923076
2054-11,0.0005383718461538,0.0008112916923076
2054-12,0.0005383718461538,0.0008112916923076
2055-01,0.0005383718461538,0.0008112916923076
2055-02,0.0005383718461538,0.0008112916923076
2055-03,0.0005383718461538,0.0008112916923076
2055-04,0.0005383718461538,0.0008112916923076
2055-05,0.0005383718461538,0.0008112916923076
2055-06,0.0005383718461538,0.0008112916923076
2055-07,0.0005383718461538,0.0008112916923076
